age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
20,student,divorced,secondary,no,-395,yes,no,unknown,14,may,32,2,-1,0,unknown,no
44,technician,divorced,secondary,no,6672,yes,no,unknown,30,apr,137,7,-1,0,unknown,no
46,blue-collar,divorced,primary,no,1238,no,no,telephone,26,aug,104,2,-1,0,unknown,no
49,blue-collar,single,tertiary,no,-3555,yes,no,unknown,4,oct,187,3,-1,0,unknown,no
67,admin.,divorced,unknown,no,2875,yes,no,cellular,4,sep,258,2,-1,0,unknown,no
68,admin.,divorced,secondary,no,2370,no,no,unknown,24,dec,279,5,-1,0,unknown,no
36,self-employed,divorced,tertiary,no,-1740,yes,no,unknown,28,sep,0,5,-1,0,unknown,no
38,unknown,divorced,primary,no,-1351,yes,no,unknown,14,may,24,6,-1,0,unknown,no
22,services,married,secondary,no,1348,yes,no,unknown,25,may,9,6,-1,0,unknown,no
35,unknown,divorced,primary,no,2475,yes,no,cellular,7,nov,515,7,-1,0,unknown,yes
45,unknown,divorced,tertiary,no,-6011,yes,no,unknown,15,mar,96,8,-1,0,unknown,no
59,student,single,secondary,no,4591,yes,no,telephone,12,sep,118,4,-1,0,unknown,no
39,services,married,secondary,no,-64,yes,no,unknown,14,jan,154,9,-1,0,unknown,no
38,management,single,secondary,no,-2584,no,no,unknown,13,dec,488,3,-1,0,unknown,yes
23,technician,divorced,secondary,no,4254,no,no,telephone,30,mar,3,5,-1,0,unknown,no
18,housemaid,single,tertiary,no,1351,yes,yes,cellular,19,jul,32,3,-1,0,unknown,no
22,unknown,single,secondary,no,5082,yes,no,telephone,12,jul,298,2,-1,0,unknown,no
58,student,divorced,unknown,no,2740,yes,no,telephone,16,may,856,5,-1,0,unknown,yes
29,self-employed,married,unknown,yes,1418,no,no,telephone,26,jun,265,9,345,4,failure,no
43,unemployed,married,primary,no,963,no,no,telephone,16,apr,78,6,-1,0,unknown,no
63,unemployed,single,secondary,no,2875,yes,no,unknown,1,aug,189,4,-1,0,unknown,no
51,blue-collar,divorced,unknown,no,178,yes,no,unknown,15,apr,951,7,139,2,other,yes
66,services,single,unknown,no,-1142,no,no,unknown,5,oct,193,5,-1,0,unknown,no
31,blue-collar,single,unknown,no,3258,no,yes,unknown,6,jun,120,7,-1,0,unknown,no
43,student,single,tertiary,no,988,yes,yes,cellular,27,may,124,2,-1,0,unknown,no
62,entrepreneur,divorced,secondary,no,1524,no,yes,unknown,25,dec,880,2,-1,0,unknown,yes
44,entrepreneur,divorced,tertiary,no,4700,no,no,unknown,21,oct,327,9,-1,0,unknown,no
26,self-employed,married,tertiary,no,1080,no,no,cellular,17,jun,299,4,-1,0,unknown,yes
43,housemaid,divorced,unknown,no,1468,yes,no,telephone,11,mar,68,1,-1,0,unknown,no
74,admin.,single,unknown,no,-381,no,yes,unknown,27,mar,211,9,-1,0,unknown,no
64,admin.,single,primary,no,2719,yes,no,unknown,4,oct,113,1,-1,0,unknown,no
74,services,married,secondary,no,2475,no,yes,telephone,18,jul,70,2,223,3,failure,no
39,services,divorced,secondary,no,4133,no,no,unknown,20,jan,582,9,-1,0,unknown,yes
64,unknown,single,unknown,no,-319,yes,no,telephone,14,jan,124,3,-1,0,unknown,no
73,entrepreneur,married,unknown,no,45,no,yes,telephone,23,jan,85,1,-1,0,unknown,no
47,unknown,married,secondary,no,3806,yes,no,telephone,9,jun,692,3,-1,0,unknown,yes
60,admin.,single,primary,no,2181,yes,no,unknown,28,apr,56,9,-1,0,unknown,no
65,technician,single,unknown,no,-1303,yes,no,telephone,3,jun,353,2,-1,0,unknown,no
34,technician,divorced,primary,no,5354,yes,no,unknown,3,jan,272,5,286,1,failure,no
43,services,married,tertiary,no,-3687,yes,no,cellular,11,apr,653,1,-1,0,unknown,yes
53,blue-collar,single,unknown,no,3782,no,no,telephone,20,apr,460,1,-1,0,unknown,yes
18,admin.,married,tertiary,no,-2384,yes,no,unknown,23,feb,315,7,-1,0,unknown,no
25,technician,divorced,unknown,no,7097,yes,no,telephone,22,jan,97,3,-1,0,unknown,no
66,admin.,single,tertiary,no,-3224,yes,no,unknown,30,aug,176,1,394,1,success,no
52,retired,divorced,unknown,no,4890,yes,no,unknown,5,jun,745,1,323,3,failure,yes
69,unemployed,married,primary,no,1177,yes,yes,cellular,4,apr,6,5,209,1,failure,no
32,entrepreneur,divorced,primary,no,319,yes,no,telephone,12,feb,408,3,-1,0,unknown,yes
64,unknown,divorced,primary,no,1980,yes,yes,unknown,24,dec,74,4,-1,0,unknown,no
73,admin.,married,tertiary,no,3324,yes,no,cellular,12,may,52,6,-1,0,unknown,no
39,unemployed,divorced,primary,no,-1298,no,yes,unknown,4,sep,68,2,292,1,other,no
31,retired,married,tertiary,no,-1031,no,yes,unknown,3,jul,15,7,-1,0,unknown,no
43,unknown,single,unknown,no,3377,yes,yes,cellular,23,apr,1245,5,-1,0,unknown,yes
45,admin.,married,tertiary,no,-3714,yes,yes,telephone,2,may,526,8,2,1,other,yes
40,services,married,unknown,no,-334,no,no,cellular,4,aug,189,4,-1,0,unknown,no
31,unemployed,single,secondary,no,10572,yes,no,telephone,24,nov,323,8,161,1,failure,no
41,unknown,married,secondary,no,-1489,no,yes,unknown,4,may,209,4,-1,0,unknown,no
19,admin.,single,secondary,no,4876,yes,no,unknown,26,dec,430,5,255,2,failure,yes
62,unemployed,single,tertiary,no,-340,yes,no,cellular,28,jun,480,3,-1,0,unknown,yes
43,retired,married,secondary,no,2954,no,yes,cellular,7,oct,68,4,-1,0,unknown,no
31,admin.,divorced,secondary,no,3391,no,no,cellular,2,jun,158,9,-1,0,unknown,no
73,admin.,divorced,secondary,no,4820,yes,no,unknown,11,aug,259,5,-1,0,unknown,no
68,admin.,single,unknown,no,820,yes,no,telephone,5,nov,989,4,-1,0,unknown,yes
24,self-employed,divorced,primary,no,7407,yes,no,cellular,28,may,296,4,-1,0,unknown,no
20,housemaid,divorced,tertiary,yes,-350,no,no,telephone,13,jan,588,7,-1,0,unknown,yes
64,self-employed,married,secondary,no,2127,no,no,cellular,4,apr,482,2,-1,0,unknown,yes
40,services,single,unknown,yes,2161,yes,no,cellular,9,mar,225,4,-1,0,unknown,no
63,retired,single,primary,no,-1953,yes,no,cellular,7,feb,578,3,-1,0,unknown,yes
60,self-employed,married,primary,no,562,yes,no,cellular,30,jul,122,7,-1,0,unknown,no
64,unknown,divorced,primary,no,1908,yes,no,unknown,25,jul,123,4,-1,0,unknown,no
62,student,single,unknown,no,122,yes,no,unknown,27,aug,391,8,-1,0,unknown,yes
35,housemaid,divorced,secondary,no,8767,no,yes,cellular,29,oct,37,5,251,3,success,no
55,blue-collar,single,primary,no,-1100,yes,no,unknown,13,may,94,9,-1,0,unknown,no
52,student,single,unknown,no,4971,yes,no,unknown,10,jan,241,9,-1,0,unknown,no
68,housemaid,single,unknown,no,4000,no,no,unknown,7,jun,140,3,-1,0,unknown,no
32,entrepreneur,single,tertiary,no,1381,yes,no,unknown,18,jun,728,9,-1,0,unknown,yes
42,entrepreneur,divorced,unknown,no,-1180,yes,no,telephone,28,nov,821,4,-1,0,unknown,yes
72,admin.,divorced,primary,no,-888,yes,no,telephone,18,aug,180,9,176,2,failure,no
54,housemaid,divorced,primary,no,-135,yes,no,unknown,2,oct,199,2,-1,0,unknown,no
45,blue-collar,divorced,unknown,no,-3950,no,no,telephone,21,feb,332,5,-1,0,unknown,yes
27,housemaid,married,primary,no,-1596,no,no,cellular,1,nov,157,6,-1,0,unknown,no
56,services,single,unknown,no,-3037,yes,no,telephone,13,sep,54,3,-1,0,unknown,no
74,student,single,primary,no,5472,yes,no,cellular,23,nov,354,2,-1,0,unknown,no
34,services,single,tertiary,no,3283,yes,no,telephone,2,jun,345,1,298,1,failure,no
56,blue-collar,married,secondary,no,3787,no,no,telephone,4,jan,72,7,-1,0,unknown,no
39,housemaid,divorced,tertiary,no,3194,yes,no,cellular,9,sep,461,4,-1,0,unknown,yes
43,unemployed,single,tertiary,no,1925,yes,no,cellular,8,aug,245,8,-1,0,unknown,no
61,services,divorced,secondary,no,5818,yes,no,unknown,26,oct,69,8,382,3,failure,no
42,services,divorced,primary,no,-414,yes,no,telephone,18,jan,272,8,-1,0,unknown,no
34,technician,married,secondary,no,1743,no,no,cellular,30,aug,68,2,-1,0,unknown,no
30,housemaid,married,unknown,no,3670,no,no,unknown,16,jul,79,5,-1,0,unknown,no
37,services,divorced,secondary,no,-2552,no,no,cellular,4,may,486,8,-1,0,unknown,yes
42,self-employed,single,tertiary,no,10740,yes,no,unknown,4,jun,684,2,-1,0,unknown,yes
21,retired,single,secondary,no,1508,no,no,unknown,18,apr,76,2,-1,0,unknown,no
27,housemaid,married,primary,no,1850,no,no,cellular,2,sep,679,1,-1,0,unknown,yes
20,entrepreneur,married,tertiary,no,5204,no,no,cellular,21,sep,70,6,-1,0,unknown,no
58,technician,married,unknown,no,4176,yes,yes,telephone,11,oct,32,5,-1,0,unknown,no
62,services,married,primary,no,1537,no,no,telephone,20,jan,15,1,-1,0,unknown,no
35,technician,married,tertiary,no,1814,yes,no,unknown,31,dec,71,8,-1,0,unknown,no
64,entrepreneur,married,unknown,yes,-3102,no,no,cellular,24,sep,125,8,216,1,other,no
53,blue-collar,married,primary,no,-251,yes,no,telephone,4,mar,677,5,-1,0,unknown,yes
64,blue-collar,single,unknown,no,2979,no,no,unknown,31,dec,71,3,-1,0,unknown,no
39,student,married,secondary,no,2758,no,no,telephone,31,feb,117,8,274,4,failure,no
51,housemaid,married,secondary,no,5097,yes,no,unknown,24,apr,341,3,-1,0,unknown,no
64,entrepreneur,single,unknown,no,1060,yes,yes,telephone,14,apr,92,4,-1,0,unknown,no
25,management,single,secondary,no,-2751,yes,no,cellular,21,sep,297,7,-1,0,unknown,no
57,student,divorced,unknown,no,4602,yes,no,unknown,17,apr,145,7,137,4,other,no
66,management,married,primary,no,5744,yes,no,unknown,30,may,56,4,-1,0,unknown,no
61,housemaid,married,tertiary,no,4125,yes,no,telephone,30,jun,341,9,-1,0,unknown,yes
36,admin.,married,unknown,no,930,no,no,telephone,25,apr,7,6,-1,0,unknown,no
59,technician,married,tertiary,no,4565,yes,no,telephone,8,jan,89,8,230,4,success,no
58,technician,divorced,tertiary,no,11740,no,no,cellular,1,feb,113,7,-1,0,unknown,no
54,blue-collar,single,unknown,no,1769,no,no,telephone,28,mar,158,4,-1,0,unknown,no
23,management,single,secondary,no,-2524,no,no,telephone,19,apr,293,2,-1,0,unknown,no
69,self-employed,married,primary,no,-341,no,no,cellular,19,may,158,2,-1,0,unknown,no
43,unknown,married,tertiary,no,3305,yes,no,telephone,31,oct,232,8,215,3,failure,no
51,services,married,primary,no,-3405,no,no,cellular,21,oct,233,8,-1,0,unknown,no
73,services,divorced,tertiary,no,1932,yes,no,cellular,7,mar,120,1,202,2,failure,no
62,services,divorced,unknown,no,2567,no,no,telephone,1,nov,701,1,380,2,failure,yes
23,blue-collar,single,secondary,no,6042,no,no,cellular,1,jan,805,4,-1,0,unknown,yes
54,entrepreneur,married,primary,no,5365,no,yes,telephone,10,nov,224,1,-1,0,unknown,no
74,self-employed,married,tertiary,no,4024,yes,no,cellular,13,nov,19,1,62,4,other,no
50,unemployed,married,unknown,no,-5084,no,no,unknown,22,aug,174,5,-1,0,unknown,no
70,management,married,unknown,no,4194,no,no,telephone,30,aug,52,1,-1,0,unknown,no
39,self-employed,divorced,tertiary,no,3545,no,no,unknown,5,apr,170,6,300,2,other,no
38,student,single,tertiary,no,2193,yes,no,unknown,12,jul,53,4,-1,0,unknown,no
23,management,single,tertiary,no,-3783,no,no,unknown,28,apr,313,5,-1,0,unknown,yes
23,self-employed,divorced,secondary,no,-914,yes,no,unknown,29,mar,21,9,-1,0,unknown,no
72,unknown,married,tertiary,no,-2087,no,no,telephone,3,jul,790,2,-1,0,unknown,yes
65,self-employed,single,tertiary,no,-4640,no,yes,cellular,29,jun,56,3,-1,0,unknown,no
21,self-employed,single,secondary,no,1414,yes,no,telephone,19,jan,278,3,-1,0,unknown,no
47,self-employed,divorced,unknown,no,-977,yes,no,telephone,4,sep,642,9,386,3,success,yes
28,technician,married,tertiary,no,9322,no,no,cellular,15,dec,73,3,-1,0,unknown,no
47,admin.,single,primary,no,915,yes,no,unknown,13,feb,702,5,-1,0,unknown,yes
48,housemaid,married,unknown,no,5315,yes,no,cellular,11,mar,126,6,-1,0,unknown,no
41,student,single,primary,no,-3298,no,no,unknown,26,may,833,6,-1,0,unknown,yes
72,student,divorced,tertiary,no,-172,no,no,telephone,2,mar,916,6,-1,0,unknown,yes
26,technician,married,secondary,no,1714,no,no,cellular,29,mar,53,1,-1,0,unknown,no
72,entrepreneur,divorced,secondary,no,-1309,yes,yes,cellular,9,aug,458,6,-1,0,unknown,yes
20,housemaid,single,secondary,no,152,yes,no,unknown,29,apr,55,1,355,4,other,no
68,management,divorced,tertiary,no,767,no,yes,cellular,12,oct,66,6,-1,0,unknown,no
48,entrepreneur,divorced,tertiary,no,719,yes,no,telephone,4,feb,22,6,-1,0,unknown,no
57,housemaid,divorced,primary,no,7005,no,no,cellular,26,may,43,3,-1,0,unknown,no
54,unknown,single,secondary,no,2561,no,yes,cellular,19,feb,258,3,22,2,failure,no
53,unknown,married,tertiary,no,2865,yes,no,telephone,10,oct,153,6,-1,0,unknown,no
41,retired,divorced,unknown,no,3046,yes,no,unknown,11,nov,403,2,-1,0,unknown,yes
48,unemployed,married,tertiary,no,3266,no,no,cellular,7,dec,104,5,-1,0,unknown,no
23,unknown,single,tertiary,no,1173,yes,yes,unknown,13,aug,893,3,-1,0,unknown,yes
19,management,married,unknown,no,457,no,no,cellular,9,mar,13,5,-1,0,unknown,no
37,admin.,divorced,secondary,no,1924,no,yes,telephone,12,feb,16,3,-1,0,unknown,no
45,services,divorced,unknown,no,4903,no,no,unknown,29,mar,311,2,-1,0,unknown,yes
28,retired,divorced,secondary,no,4811,no,no,cellular,2,mar,563,4,-1,0,unknown,yes
21,services,divorced,unknown,no,699,yes,yes,unknown,30,jan,409,5,-1,0,unknown,yes
32,student,divorced,primary,no,3733,no,no,cellular,22,mar,173,6,-1,0,unknown,no
23,self-employed,divorced,secondary,no,837,no,no,telephone,21,mar,81,2,-1,0,unknown,no
71,unemployed,single,tertiary,no,1524,yes,no,telephone,1,apr,3,3,-1,0,unknown,no
66,student,single,primary,no,-1,yes,no,cellular,27,aug,183,3,-1,0,unknown,no
47,housemaid,single,secondary,no,876,yes,no,cellular,7,sep,166,6,-1,0,unknown,no
73,student,married,secondary,no,5459,no,no,unknown,1,jan,108,1,-1,0,unknown,no
55,blue-collar,married,secondary,no,1701,yes,no,cellular,26,jan,222,7,-1,0,unknown,no
68,unknown,single,unknown,no,1830,no,no,unknown,25,jun,336,8,-1,0,unknown,no
74,admin.,married,secondary,no,-2931,no,no,cellular,16,jan,311,7,-1,0,unknown,no
19,unemployed,married,tertiary,no,492,no,no,telephone,4,dec,78,4,-1,0,unknown,no
32,services,divorced,secondary,no,696,no,yes,unknown,30,may,227,7,-1,0,unknown,no
28,retired,divorced,tertiary,no,-1071,no,no,unknown,8,dec,41,1,-1,0,unknown,no
25,unknown,married,tertiary,no,1488,yes,no,telephone,17,jan,33,8,-1,0,unknown,no
43,management,married,tertiary,no,131,yes,no,unknown,21,aug,397,3,-1,0,unknown,no
68,unknown,single,primary,no,1663,no,no,telephone,19,dec,305,9,-1,0,unknown,no
62,retired,married,tertiary,no,1788,yes,yes,telephone,4,may,376,1,-1,0,unknown,no
61,retired,divorced,unknown,no,-1452,yes,no,telephone,28,jun,42,6,-1,0,unknown,no
22,blue-collar,married,secondary,no,223,yes,yes,cellular,4,apr,634,1,-1,0,unknown,yes
23,unknown,single,unknown,no,1655,yes,no,telephone,8,aug,36,8,48,3,success,no
43,student,divorced,primary,no,4986,no,yes,unknown,10,dec,526,3,-1,0,unknown,yes
71,unknown,divorced,secondary,no,2195,no,no,cellular,26,sep,112,4,-1,0,unknown,no
21,self-employed,divorced,tertiary,no,-568,yes,no,telephone,29,sep,28,6,313,4,other,no
36,blue-collar,divorced,secondary,no,2623,no,no,telephone,16,jan,87,4,-1,0,unknown,no
37,entrepreneur,married,primary,no,6561,yes,no,telephone,19,jul,51,8,333,3,success,no
50,entrepreneur,single,primary,no,4181,no,no,unknown,1,apr,174,9,-1,0,unknown,no
37,self-employed,married,unknown,no,3070,yes,yes,cellular,5,oct,771,5,-1,0,unknown,yes
66,housemaid,married,secondary,no,3606,no,no,cellular,2,nov,102,1,-1,0,unknown,no
29,entrepreneur,divorced,secondary,no,5755,yes,yes,cellular,29,aug,244,8,-1,0,unknown,no
64,self-employed,single,secondary,no,4659,yes,yes,unknown,27,jul,573,2,-1,0,unknown,yes
18,technician,divorced,unknown,no,3128,no,yes,telephone,16,jan,256,6,-1,0,unknown,no
43,student,married,primary,no,4638,yes,no,cellular,13,jan,116,6,-1,0,unknown,no
31,unknown,married,tertiary,no,-1831,no,no,telephone,31,jan,1210,7,-1,0,unknown,yes
55,student,divorced,secondary,no,-3097,no,no,unknown,30,feb,53,9,-1,0,unknown,no
54,self-employed,married,unknown,no,1895,yes,no,cellular,6,oct,191,1,223,4,success,no
28,admin.,married,unknown,no,1629,no,no,unknown,4,feb,411,8,-1,0,unknown,yes
53,unknown,divorced,tertiary,no,-213,yes,no,cellular,25,sep,0,5,-1,0,unknown,no
30,technician,married,primary,no,3907,yes,no,cellular,7,may,312,6,-1,0,unknown,no
60,technician,single,secondary,no,-4182,no,no,telephone,2,jan,79,8,-1,0,unknown,no
20,student,divorced,secondary,no,-186,yes,no,unknown,23,jul,47,8,-1,0,unknown,no
50,services,single,unknown,no,-36,no,no,cellular,10,oct,82,7,38,2,success,no
23,unknown,married,primary,no,-3500,yes,no,cellular,14,feb,878,7,337,4,failure,yes
67,unemployed,married,secondary,no,5920,no,no,unknown,8,mar,574,1,-1,0,unknown,yes
73,technician,divorced,tertiary,no,-2666,yes,no,telephone,3,apr,62,8,-1,0,unknown,no
27,admin.,married,primary,yes,-347,yes,no,unknown,3,mar,32,3,-1,0,unknown,no
22,blue-collar,divorced,primary,no,4155,no,no,cellular,27,mar,116,5,-1,0,unknown,no
40,housemaid,divorced,unknown,no,3366,yes,yes,unknown,2,sep,231,4,-1,0,unknown,no
27,services,divorced,unknown,no,-1911,no,no,telephone,28,dec,520,3,176,1,other,yes
61,blue-collar,divorced,secondary,no,3476,no,yes,telephone,31,apr,873,5,-1,0,unknown,yes
19,services,divorced,unknown,no,2294,no,no,telephone,17,aug,358,3,304,3,success,yes
30,admin.,single,primary,no,8443,no,no,telephone,19,jan,235,9,-1,0,unknown,no
57,student,divorced,secondary,no,2638,yes,no,telephone,10,jun,39,9,-1,0,unknown,no
19,retired,single,secondary,no,998,yes,yes,telephone,12,jan,19,6,-1,0,unknown,no
37,unknown,married,primary,no,-1154,no,no,telephone,27,may,233,3,-1,0,unknown,no
18,self-employed,divorced,secondary,no,-816,no,no,cellular,23,jul,199,5,-1,0,unknown,no
54,management,married,tertiary,no,-1061,yes,no,unknown,11,dec,482,8,-1,0,unknown,yes
26,unemployed,divorced,tertiary,no,5548,yes,no,telephone,9,jan,100,9,-1,0,unknown,no
34,blue-collar,single,secondary,no,1477,no,no,unknown,30,sep,10,3,-1,0,unknown,no
26,unknown,single,unknown,no,3123,no,no,unknown,25,dec,142,5,-1,0,unknown,no
28,unemployed,single,tertiary,no,5979,no,no,cellular,13,nov,897,2,-1,0,unknown,yes
32,retired,married,secondary,no,-5673,no,no,unknown,6,sep,409,2,-1,0,unknown,yes
41,management,divorced,tertiary,no,5271,yes,no,unknown,14,jun,8,2,103,3,success,no
55,unemployed,married,unknown,no,1589,no,no,telephone,31,feb,535,6,-1,0,unknown,yes
72,unemployed,single,primary,no,2732,no,no,telephone,22,feb,164,3,-1,0,unknown,no
52,blue-collar,married,secondary,no,-1069,yes,no,unknown,11,sep,117,5,-1,0,unknown,no
47,entrepreneur,single,secondary,no,-849,yes,no,telephone,5,apr,109,8,-1,0,unknown,no
48,management,single,secondary,no,2893,yes,yes,cellular,31,jun,233,5,-1,0,unknown,no
66,unknown,single,secondary,no,8598,no,no,unknown,2,oct,195,2,-1,0,unknown,no
22,retired,divorced,secondary,no,4441,yes,no,unknown,7,feb,275,6,-1,0,unknown,no
61,management,divorced,secondary,no,5230,yes,no,cellular,17,apr,219,2,-1,0,unknown,no
67,student,single,unknown,no,845,yes,yes,cellular,6,feb,40,8,-1,0,unknown,no
31,admin.,married,primary,no,-383,yes,no,cellular,14,mar,76,2,-1,0,unknown,no
70,student,married,unknown,no,-926,yes,no,cellular,4,feb,474,7,-1,0,unknown,yes
73,entrepreneur,divorced,unknown,no,-46,no,no,unknown,3,aug,280,4,-1,0,unknown,no
28,admin.,single,primary,no,-4753,yes,no,telephone,31,may,153,4,-1,0,unknown,no
26,retired,married,unknown,no,-758,no,no,telephone,11,may,52,8,-1,0,unknown,no
51,blue-collar,single,tertiary,no,-263,no,no,telephone,29,aug,1,4,-1,0,unknown,no
29,blue-collar,married,unknown,no,895,no,yes,telephone,1,nov,96,8,-1,0,unknown,no
52,retired,divorced,secondary,no,1819,no,no,cellular,14,aug,14,9,-1,0,unknown,no
52,services,single,tertiary,no,2513,yes,no,telephone,6,jul,169,8,216,1,other,no
18,retired,single,tertiary,no,1378,yes,no,telephone,29,may,445,4,-1,0,unknown,yes
57,student,married,primary,no,-326,yes,no,unknown,23,jul,86,5,-1,0,unknown,no
39,entrepreneur,married,unknown,no,-4484,no,no,unknown,27,jan,485,6,-1,0,unknown,yes
46,technician,married,unknown,no,-308,yes,yes,telephone,17,mar,314,9,-1,0,unknown,yes
25,blue-collar,single,tertiary,no,-1503,no,no,cellular,27,mar,34,5,-1,0,unknown,no
28,housemaid,divorced,unknown,no,2825,no,no,telephone,17,feb,266,2,-1,0,unknown,no
58,entrepreneur,divorced,unknown,no,4159,no,yes,cellular,23,jun,42,7,-1,0,unknown,no
54,self-employed,married,primary,no,4247,no,no,unknown,11,mar,274,6,-1,0,unknown,no
31,entrepreneur,divorced,tertiary,no,3700,no,no,cellular,28,apr,39,3,-1,0,unknown,no
47,entrepreneur,married,secondary,no,1021,yes,no,telephone,22,mar,128,8,-1,0,unknown,no
52,unemployed,divorced,tertiary,no,-147,no,no,unknown,7,jul,215,3,-1,0,unknown,no
38,entrepreneur,single,primary,no,-825,yes,no,telephone,31,apr,13,4,-1,0,unknown,no
54,blue-collar,married,primary,no,-3113,no,no,telephone,13,may,42,9,355,1,failure,no
22,technician,divorced,primary,no,4407,yes,no,cellular,8,jul,99,4,-1,0,unknown,no
36,technician,single,unknown,no,897,yes,no,telephone,8,apr,160,2,59,4,failure,no
